title,Drama,Comedy,Horror,Film-Noir,Romance,Western,Adventure,Thriller,Fantasy,IMAX,Documentary,Children,Musical,Action,War,Mystery,Sci-Fi,Animation,Crime
Extracted (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stevie (2008),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mansome (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Misérables, Les (1958)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Misérables, Les (1952)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Big Street, The (1942)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"True Meaning of Christmas Specials, The (2002)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Escape: The Untold Story (2001),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Kenji Mizoguchi: The Life of a Film Director (Aru eiga-kantoku no shogai) (1975),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cornelis (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Promised Land (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neo Ned (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offender (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sun Wind (Aurinkotuuli) (1980),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Confessions of a Window Cleaner (1974),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Man Who Haunted Himself, The (1970)",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Dakota Skye (2008),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Demon in My View, A (Der Mann nebenan) (1991)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immaculate Conception of Little Dizzle (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judas Kiss (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Confessions of a Pop Performer (1975),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Romeo (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role/Play (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Know What I Saw (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Sweeney, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
English Vinglish (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish Story (Fisshu sutôrî) (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comedy Central Roast of Bob Saget (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Toon Adventures: How I Spent My Vacation (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Trapped in the Closet: Chapters 1-12 (2005),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sea of Grass, The (1947)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Visitors, The (1972)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
L'homme qui rit (2012),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Excuse Me for Living (2012),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aftermath (1994),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragments of an Alms-Film (Fragmentos de um Filme-Esmola: A Sagrada Família) (1972),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel on the Island of Wonders (Manoel dans l'île des merveilles) (1984),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat Sleep Die (Äta sova dö) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Bronner's Magic Soapbox (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Guns, Girls and Gambling (2011)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Dark Truth, A (Truth, The) (2012)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Conversation with Gregory Peck, A (1999)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Odette Toulemonde (2006),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mein Kampf (2009),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pusher (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lucy (2003),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hollywood Complex, The (2011)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Shunning, The (2011)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She Had to Say Yes (1933),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave (2011),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Texas Chainsaw 3D (2013),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
K-11 (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ex-Girlfriends (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad (2013),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dabangg 2 (2012),1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Marsh, The (2006)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Road to Redemption (2001),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Climb, The (2002)",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Warrior and the Sorceress, The (1984)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"Company You Keep, The (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Trouble with Bliss, The (2011)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samaritan, The (2012)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Got Next (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Iceman, The (2012)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Behind Blue Skies (Himlen är oskyldigt blå) (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Ron's Prevues from Hell (1987),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.N.T. (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Secrets of the Tribe (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
It's Such a Beautiful Day (2012),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Superman/Shazam!: The Return of Black Adam (DC Showcase Original Shorts Collection) (2010),0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Kiss the Bride (2007),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haunted House, A (2013)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sinners and Saints (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Painted Lady (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Whores' Glory (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Somewhere in Palilula (Undeva la Palilula) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fork in the Road, A (2010)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Planet of Snail (2011),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Waiting Room, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beware of Mr. Baker (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Batman: The Dark Knight Returns, Part 2 (2013)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Alphabet City (1984),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Beyond The Hills (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokémon the Movie: Black - Victini and Reshiram (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pokémon the Movie: White - Victini and Zekrom (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cleanflix (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Unloved, The (2009)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hand, The (Ruka) (1966)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paul Williams Still Alive (2011),0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sister (L'enfant d'en haut) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mea Maxima Culpa: Silence in the House of God (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Everything or Nothing: The Untold Story of 007 (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grayeagle  (1977),1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Codependent Lesbian Space Alien Seeks Same (2011),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"World's Greatest Athlete, The (1973)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Stone: Stone Cold (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jesse Stone: Death in Paradise (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jesse Stone: Sea Change (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cargo (2011),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jesse Stone: No Remorse (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jesse Stone: Innocents Lost (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jesse Stone: Benefit of the Doubt (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Diana Vreeland: The Eye Has to Travel (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fine-Tune (2008),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangre de mi sangre (Padre Nuestro) (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Milarepa (2006),1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
O Panishyros Megistanas Ton Ninja (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Morgan Pålsson - världsreporter (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Renoir (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Typhoon (Tae-poong) (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Last Stand, The (2013)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Mama (2013),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidate, The (Kandidaten) (2008)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Upstream Color (2013),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Fast Life (1932),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carless Love (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special When Lit  (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Outpost: Black Sun (2012),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Preston Sturges: The Rise and Fall of an American Dreamer (1990),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Double Indemnity (1973),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
London After Midnight (2002),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken City (2013),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Nursery University (2008),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Counterfeit Coin, The (Istoria mias kalpikis liras) (1955)",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nameless Gangster (Bumchoiwaui junjaeng) (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Ginger & Rosa (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Shot (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Marina Abramovic: The Artist Is Present (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bonsái (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Dancer (2012),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Thale (2012),1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
It's a Disaster (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Across the River (1966),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Up in Smoke (1957),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
First Daughter (1999),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Flaw, The (2011)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Battle of Los Angeles (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jason Becker: Not Dead Yet (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chicago Massacre: Richard Speck (2007),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Keep the Lights On (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beauty Is Embarrassing (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Girl Model (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crossfire Hurricane (2012),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Middle of Nowhere (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Blue (2001),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Guns of Fort Petticoat, The (1957)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Human Planet (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Madagascar (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Omar Killed Me (Omar m'a tuer) (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Enola Gay and the Atomic Bombing of Japan (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Red Hook Summer (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella Maris (1918),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Patrice O'Neal: Elephant in the Room (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunny (Sseo-ni) (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Way (Mai Wei) (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Comme un chef (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punching the Clown (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metsän tarina (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Choose (2010),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Made in Hong Kong (Xiang Gang zhi zao) (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Creature from Black Lake (1976),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bad Luck (Zezowate szczescie) (1960),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie 43 (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceman Tapes: Conversations with a Killer, The (1992)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Night of the Demons 2 (1994),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars Uncut: Director's Cut (2012),0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
Hitler's Madman (1943),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Death Race 3: Inferno (2012),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe (2007),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pictures of the Old World (Obrazy starého sveta) (1972),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jean Gentil (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day and Night (Le jour et la nuit) (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pervert's Guide to Ideology, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Parker (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
We the Party (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simple Life, A (Tao jie) (2011)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treacle Jr. (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"End of Love, The (2012)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palms (Ladoni) (1994),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Act in Question, The (Acto en cuestión, El) (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Color Wheel, The (2011)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Wave, The (2010)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gayby (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sightseers (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oppai Volleyball (Oppai barê) (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansel & Gretel: Witch Hunters (2013),0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Kon-Tiki (1950),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Murder by Proxy: How America Went Postal (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
After Porn Ends (2010),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Angélique, marquise des anges (1964)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stonehenge Apocalypse (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Last Godfather, The (2010)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portrait of Wally (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Starlet (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palme (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poor Us: An Animated History of Poverty (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Ironclads (1991),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jim Jefferies: Fully Functional (EPIX) (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Petty and the Heartbreakers: Runnin' Down a Dream (2007),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Ah of Life, The (2010)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Churchill: The Hollywood Years (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sundome (2007),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla vs. Gigan (Chikyû kogeki meirei: Gojira tai Gaigan) (1972),0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Music Man, The (2003)",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Wild Horse, Wild Ride (2011)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
God Save My Shoes (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Why Stop Now (2012),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psychopath, The (1966)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Not with My Wife, You Don't! (1966)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Big Picture, The (L'homme qui voulait vivre sa vie) (2010)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woman's Face, A (En kvinnas ansikte) (1938) ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East, The (2013)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Sweet (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lo (2009),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"House of Seven Corpses, The (1974)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlsson Brothers (Bröderna Karlsson) (2010),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Driving Instructor (1976),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confessions from a Holiday Camp (1977),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kilometre Zero (Kilomètre zéro) (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tepenin Ardi (2012),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paziraie Sadeh (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day Is Done (2011),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Un vampiro para dos (1965),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Loves Coincidences (2011),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow White (Blancanieves) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return (2011),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tabu (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head Games (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Pink Ribbons, Inc. (2011)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ballplayer: Pelotero (2011),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Den sommeren jeg fylte 15 (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erotic Man, The (2010)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wszystko, co kocham (2009)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upside Down (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Liability, The (2012)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Angst  (1983),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pressure Point  (1962),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butchered (2010),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Edge (Hak bak do) (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2 Become 1 (Tin sun yut dui) (2006),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baytown Outlaws, The (2012)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
LUV (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand Up Guys (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Le grand soir (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kukuli (1961),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Land, The (Al-ard) (1969)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chouga (Shuga) (2007),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udaan (2010),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Life Apart: Hasidism in America, A (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hawking (2004),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Joy (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Now Is Good (2012),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haunting in Connecticut 2: Ghosts of Georgia, The (2013)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Adonis Factor, The (2010)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Resident Evil: Degeneration (Baiohazâdo: Dijenerêshon) (2008),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Call Me Kuchu (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No Man of Her Own (1950),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinsessa (Starring Maja) (2009),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
